name,url,category,title,description,author,upload_date,full_transcript
CardiacPlethoric IVC,https://cloud.butterflynetwork.com/-/edu/KM-4JgVqS6CRQ_C_ShnSGw,Cardiac,CardiacPlethoric IVC,Longitudinal view of the inferior vena cava demonstrating poor respirophasic collapse.,Michael Stone,7/30/2019,"This is a long-axis view of the inferior vena cava in a patient with a large pair cardioli fusion. We're in a cardiac preset, and the indicator is oriented towards the patient's head. This is a longitudinal view of the inferior vena cava, where you can see little to no respiratory variation in the IVC that appears dilated. [BLANK_AUDIO]"
CardiacLarge Pericardial Effusion,https://cloud.butterflynetwork.com/-/edu/nK8j_eb-TVe3_krv3jk5nw,Cardiac,CardiacLarge Pericardial Effusion,A large pericardial effusion seen from the parasternal short axis window.,Michael Stone,7/30/2019,This is a parastronal short axis view demonstrating a large circumferential paracardial effusion. We're in a cardiac preset. This is the short axis view with the left ventricle here and the right ventricle here. And here is a large anechoic paracardial effusion.
CardiacHyperdynamic LV,https://cloud.butterflynetwork.com/-/edu/PO64-RlDS4Oq_K5uYvCqgg,Cardiac,CardiacHyperdynamic LV,Hyperdynamic left ventricular (LV) systolic function.,Michael Stone,7/30/2019,This is a Paris-Turner short axis view in the cardiac preset with a very hyper-dynamic left ventricle in the setting of sepsis.
CardiacDilated Cardiomyopathy,https://cloud.butterflynetwork.com/-/edu/H7Flwv-FTZWRlJlh9T14QQ,Cardiac,CardiacDilated Cardiomyopathy,Dilated cardiomyopathy in a patient with systolic heart failure.,Michael Stone,7/30/2019,"This is a parastorn along axis view demonstrating a dilative cardiomyopathy. Cardiac preset here, this is the left ventricle, and note that there's very little thickening of the intraventricular septum or posterior wall, no real movement of the septum or posterior wall towards the middle of the chamber, and there is poor excursion of the anterior mitral valve leaflet, all indicating poor systolic function. [BLANK_AUDIO]"
CardiacApical-4 (AP4) Anatomy,https://cloud.butterflynetwork.com/-/edu/09b8fiS4SCa8f_T0Np74aA,Cardiac,CardiacApical-4 (AP4) Anatomy,Basic cardiac anatomy from the apical-4 window.,Michael Stone,7/30/2019,"In this apical 4 chamber view, we can see the left atrium, the mitral valve, the left ventricle, the interventricular septum, the right ventricle, the tricuspid valve, and the right atrium."
DVTPopliteal DVT,https://cloud.butterflynetwork.com/-/edu/VXAl6py6R9G3n_UxMGLztA,DVT,DVTPopliteal DVT,An acute deep venous thrombosis in the popliteal vein.,Michael Stone,7/30/2019,"This is an example of a popliteal deep venous thrombosis or DVT. We are in a vascular deep vein preset and the IQ is in the popliteal fossa in a transverse plane. We see the popliteal artery here and superficial to it, the popliteal vein. With compression, note that the popliteal vein does not collapse at all and while we don't see clear echogenic thrombus, the failure of the vein to collapse with compression is a sign of DVT."
DVTFV DVT,https://cloud.butterflynetwork.com/-/edu/xTGmuutPRKWsiIDh2AoF8g,DVT,DVTFV DVT,An acute deep venous thrombosis in the femoral vein.,Michael Stone,7/30/2019,"This is a vascular deep vein preset, applied to the proximal femoral vein, where we see compression of the femoral artery with pressure but no collapse of the femoral vein, an echogenic material within the vein consistent with thrombus. The provider is now turning and rotating the transducer into a long view, and we see the longitudinal view here of the femoral vein. We see echogenic material within the lumen and failure of collapse with compression, so this is a confirmatory study demonstrating the presence of a femoral vein DVT."
DVTNormal Compression,https://cloud.butterflynetwork.com/-/edu/de5zhNb8RYmSx_Mdw6xlFA,DVT,DVTNormal Compression,Demonstration of proper compression of the common femoral vein.,Michael Stone,7/30/2019,"This is a compression exam of the proximal lower extremity looking for DBT. We are in a vascular deep vein preset and we have the common femoral artery and common femoral vein. And the practitioner centers the vein left right and then applies downward compression to completely obliterate the lumen of the vein as illustrated here, demonstrating the absence of thrombus. [BLANK_AUDIO]"
BiliaryWall Echo Shadow (WES),https://cloud.butterflynetwork.com/-/edu/YpjyK3CVRny9s0tkEwiAiA,Gastrointestinal,BiliaryWall Echo Shadow (WES),The wall-echo-shadow (WES) sign demonstrating a gallbladder filled with gallstones.,Michael Stone,7/29/2019,"This is a right upper quadrant ultrasound obtained in a patient with right upper quadrant pain. We have an abdominal preset, the liver here, and the gall letter here, which at first can be challenging to identify because there's really very little biopresent. Instead, this is a great example of the wall echo shadow sign. Here's the gall letter wall anteriorly. We see the echo from gallstones, and we see the acoustic shadowing from those same gallstones, and the shadowing itself is a real hint as to the location of the gall bladder when you're having trouble finding it. And remember that wall echo shadow can signify an impacted gall bladder, and may represent early or chronic colesusitis."
BiliaryNormal Gallbladder,https://cloud.butterflynetwork.com/-/edu/uGWcJFNNRGmh-AZHF41P9A,Gastrointestinal,BiliaryNormal Gallbladder,Basic gallbladder anatomy in a patient without gallstones.,Michael Stone,7/29/2019,"In this normal gallbladder, example we have an aorta and gallbladder preset and a long view of the gallbladder with a thin wall, no stones and a controlled sweep."
BiliaryAcute Cholecystitis,https://cloud.butterflynetwork.com/-/edu/H-DRs0TrRS-Xy9PrkCDe_g,Gastrointestinal,BiliaryAcute Cholecystitis,An example of acute calculus cholecystitis.,Michael Stone,7/29/2019,"This is a right upper quadrant view obtained in a patient with acute colisestitis. We are in an abdominal preset and we can see a thickened anterior gallbladder while here, as well as multiple echogenic foci within the gallbladder, with shadowing consistent with stones. This clip is somewhat challenging to interpret initially, as the bile that is present in the gallbladder is also echogenic, as this patient's gallbladder is filled with sludge and stones. An identification of the gallbladder when it's this inflamed with sludge and stones can be challenging, but the echogenic foci with shadowing helps to locate the gallbladder in the right upper quadrant."
BiliaryGallstones,https://cloud.butterflynetwork.com/-/edu/QejBx52vQiiKcTvwZsE2kA,Gastrointestinal,BiliaryGallstones,An example of gallstones in a patient with uncomplicated biliary colic.,Michael Stone,7/29/2019,This is an example of chollelithiasis or gallstones. We are in an abdominal preset. We have a longitudinal view of the gallbladder here with anechoic bile. This is an echogenic focus here representing a gallstone with shadowing into the far field. And note that a full sweep through the gallbladder is required in order to evaluate for stones near the neck or further into the body. [BLANK_AUDIO]
AortaTechnique - Compression,https://cloud.butterflynetwork.com/-/edu/dCnSF7HeR1Wi457qe8lWrg,Aorta,AortaTechnique - Compression,Significant transducer compression will markedly improve your view of the abdominal aorta.,Michael Stone,7/29/2019,"This clip highlights the importance of applying sufficient compression when visualizing the abdominal aorta. We are in a transverse plane in an aorta and gallbladder preset. Here's the vertebral body in shadow, and here's the aorta. When we start the clip, we can't see much, but as gentle compression is applied, the abdominal aorta comes into view."
AortaAbdominal Aortic Aneurysm (AAA),https://cloud.butterflynetwork.com/-/edu/eg71CpKERwyhUgFjElEPvQ,Aorta,AortaAbdominal Aortic Aneurysm (AAA),A short-axis view of a large abdominal aortic aneurysm.,Michael Stone,7/29/2019,"This is an example of an abdominal aortic aneurysm seen in a transverse plane. We are in an aorta and gallbladder preset, and we have the vertebral body in shadow here, an anterior to the vertebral body, a secular aneurysm with mural thrombus present, measuring approximately 5 centimeters in anteroposterior diameter. [ Silence ]"
AortaLarge AAA,https://cloud.butterflynetwork.com/-/edu/KNdhyQvhQCmHg3YmKcx5tg,Aorta,AortaLarge AAA,A short-axis view of a large abdominal aortic aneurysm with significant mural thrombus.,Michael Stone,7/29/2019,"This is a transverse view of a large abdominal aortic aneurysm. We are in an abdominal preset. We see the vertebral body here with hyper-quic cortex and shadowing. And sitting atop the vertebral body, a large abdominal aortic aneurysm. This is the lumen here and myrrhothrombus noted here. Keep in mind that measurements of the aortic aneurysm must include the entire aneurysm from outer wall to outer wall. In this case, measures approximately 6 centimeters in diameter. [BLANK_AUDIO]"
Erector Spinae Plane Block,https://cloud.butterflynetwork.com/-/edu/ZZe9SSb1SxeLuloYWg2WjA,Nerve Blocks,Erector Spinae Plane Block,A description of the technique for identifying relevant structures and needle trajectory for the erector spinae plane block.,Michael Stone,7/29/2019,"Hi, I'm Mike Stone. I'm an emergency physician and point of care ultrasound specialist and I'm going to show you how to identify the important landmarks anatomically and based on ultrasound for performing an ultrasound guided erector spinae plane block or ESP block using the IQ. The ESP block is a relatively new block in regional anesthesia. It provides a large territory of sensory block to the chest wall and in the emergency department we're using it predominantly for control of pain in patients with multiple rib fractures. In this case we're positioned prone. The block can be performed with the patient sitting upright or in a lateral decubitus. You're going to identify the approximate T5 level between the scapula, use a musculoskeletal preset because we're not really looking for individual nerves in this case. We're really looking for bones and muscles and we're going to put the IQ on with the indicator towards the patient's head in a parasaginal plane just over the middle of the scapula, interscapula region just to the midline of the scapula. When we put the transducer on we're going to see rib and shadow and pleura just like we do for a pneumothorax exam. From here we'll slide the transducer immediately following the ribs until the ribs turn into the transverse process and at this level we're able to look at the transverse process there in the middle of the screen just deep to the erector spina muscle and the transducer will be held in this orientation with the non-dominant hand and with the dominant hand a needle will be inserted from the cephalat aspect of the probe in plane. It'll come down in this case from the left of the screen, land gently onto the transverse process and inject a large volume 20 to 30 mLs of anesthetic solution to dissect the erector spina muscle off of the transverse process and this will spread throughout the ESP, the erector spina plane and will provide a large territory of sensory analgesia for the patient with multiple rib fractures. So that's the procedure for identifying the relevant anatomy and injection site for an ESP block using the IQ. Thank you. [BLANK_AUDIO]"
Peripheral IV Access,https://cloud.butterflynetwork.com/-/edu/fDS6M0sFRCOcbxuBelILuQ,Vascular Access,Peripheral IV Access,An approach to identifying suitable upper extremity veins for intravenous access.,Michael Stone,7/29/2019,"Hi, I'm Mike Stone. I'm an emergency physician and a point of care ultrasound specialist. I'm going to show you how to identify peripheral veins in the upper extremity for patients with challenging IV access using the IQ. First things first, we'll look at the bacilic vein. We're going to look at the medial upper arm just above the elbow. The bacilic vein is right in the center of the screen here, anechoic, compressible. There's no adjacent artery for the bacilic vein, which makes it a very attractive target for IV placement. You can identify it and cannulate it in a short axis like this, or you could turn and cannulate it in a long axis. If you wanted to use color to help confirm that you're looking at the vein, you could use color and make sure that you've got good flow within the vein. Or you could just use B-mode features like compressibility to identify that you're looking at the vein. An alternative approach would be the cephalic vein on the other side of the arm, still in a transverse orientation, very superficial above the muscle. And here you can see the cephalic vein in the near field, compressible. You can follow it up and find a location where it runs in a straight line. It doesn't really turn much from left to right on the screen as you scan up and down and use that as an appropriate target for IV placement. A few of those approaches can help find a good IV in the upper arm using the IQ. [BLANK_AUDIO]"
Approach to Dyspnea,https://cloud.butterflynetwork.com/-/edu/l9JrTUW8QcCMHIYtoBXWQA,Cardiac,Approach to Dyspnea,An approach to the undifferentiated dyspneic patient.,Michael Stone,7/29/2019,"I'm Mike Stone and I'm an emergency physician and a point of care ultrasound specialist and I'm going to show you how to assess a patient with shortness of breath or dyspnea using the IQ. Typically, looking at a patient who's short of breath with ultrasound will include an assessment of the heart, the lungs, and potentially the lower extremity veins. With a traditional ultrasound system that involves switching to two or three different transducers and we're going to show how quickly and easily you can assess a patient looking at the heart, the lungs, and the lower extremity veins using just the IQ. So to start, we'll pick a cardiac preset. We'll get peristernal views first and we'll put the transducer just to the left of the sternum with the indicator up towards the patient's right shoulder and we'll end up with a peristernal long axis view here where we're able to assess for pericardial fluid. We're able to look at global LV contractility and we're able to get a general sense of RV and LV ratios to look for RV strain or enlargement. We can then rotate the transducer to the patient's left shoulder and get a peristernal short axis view, in this case mid ventricular view at the level of the papillary muscles looking for LV contractility for pericardial fluid or for flattening of the interventricular septum or signs of RV enlargement. So here we'll place the transducer with the indicator towards the bed just under the nipple in the anterior axillary line looking for an apical four chamber view. And this view can really be optimized if the patient's rolled into a de-cubitous position but for a patient who's short of breath, it's often really challenging to get that patient to lay down on their side right away as their short of breath. So sometimes this can be a limited view but in this case we're able to look at LV and RV ratios and see that the LV is bigger than the RV which is normal and what we're anticipating. We'll move on to a subcostal view so indicator to the patient's left just under the zifeway process and we're looking for fluids surrounding the heart. We're looking for any signs of LV or RV dysfunction from this view as well. And from this view, if we place the indicator towards the ceiling or towards the patient's head, we're also able to get a look at the vena cava and in this case we can see that it's flattening with respiration. There's no plethora to the vena cava or failure of it to collapse with respiration which could indicate an obstructive cause of shock like pulmonary embolism or heart failure. We'll then move on to the lungs and traditionally we'd be changing transducers at this stage but here we can just go to the lung preset, take a look in the peristurnal windows and assess for pneumothorax with lung sliding, look for A lines versus B lines which could indicate clear lungs versus congested lungs or fluid filled lungs. And in this case we have an A line pattern which is normal with normal lung sliding. We'll place the transducer similarly on the left chest and get the same view of normal lung sliding in A lines. A little bit more lateral on the chest wall on the left so that we can avoid the heart for another view of lung sliding in A lines showing no B lines. And in this case we've really seen no cause for this patient's shortness of breath. We may consider in the right clinical context if we're worried about pulmonary embolism just moving down to the legs to take a look for proximal deep venous thrombosis which would be an indirect confirmation of pulmonary embolism. And again instead of changing transducers we'll just move on to a vascular deep vein preset, we'll come down to the leg and we'll start off in the femoral vein with the indicator to the patient's right. We'll identify the femoral vein, in this case the common femoral vein, compressing it, sliding down the leg and following the common femoral vein, compressing as we go. And I would typically follow all the way to the knee. In this case we'll abbreviate the exam and show the palpatil exam which would follow the full course of the femoral vein. So a posterior approach here, we identify the palpatil vein, it's compressible, we'll follow the palpatil vein down until it trifurcates. So that's an evaluation of a patient with shortness of breath or dyspnea using the IQ. Thank you. [BLANK_AUDIO]"
Approach to the eFAST Exam,https://cloud.butterflynetwork.com/-/edu/Iv64u_BeTtqZjPfF0Ufhow,FAST,Approach to the eFAST Exam,An introduction to evaluating trauma patients with the eFAST exam.,Michael Stone,7/29/2019,"I'm Mike Stone. I'm an emergency physician and a point of care ultrasound specialist. And I'm going to show you how to perform an extended fast exam with the IQ. In trauma patients, we're concerned about hemorrhage, and we're concerned about hemorrhage in the abdominal cavity, into the thoracic cavity, into the pericardial sac surrounding the heart, or lung collapse, or pneumothorax. Traditionally, assessing the abdominal cavity, the pericardial space and the lung involve switching between three different transducers. And I'm going to show you how with the IQ, you're able to evaluate all of those spaces with a single transducer very rapidly. So we'll start off with the abdominal preset, and we'll look in Morrison's pouch. We identify the liver, the kidney. We look in Morrison's for any free fluid. We slide up and look above the diaphragm for any fluid in the thoracic cavity. We then move on to the left upper quadrant. We identify the spleen. We look for fluid in the peri-spelenic area, out by the spelenic tip, down in the spelenor renal recess, and above the diaphragm for any thoracic fluid that could indicate a hemothorax on the left. Then we'll move on to the pelvis, and take a look at the bladder, fanning left and right to look for any fluid in the pelvis behind the bladder, or deep to the bladder. We'll then switch to a cardiac preset, and take a look from a subcostal window, and look for any fluid around the heart. And finding no pericardial fluid, we'll move on and take a look at the lungs by switching to a lung preset, and applying the IQ with the indicator towards his head in the right peristernal space, identifying the pleural line and lung sliding, looking at several inner spaces, moving on to the left, identifying lung sliding on the left, and that's the extended fast exam using the IQ. Thank you. [BLANK_AUDIO]"
Evaluation for Pneumothorax,https://cloud.butterflynetwork.com/-/edu/nZ_aMGr2RNKlvHVqnT4QIg,Pulmonary,Evaluation for Pneumothorax,How to use ultrasound to evaluate for pneumothorax,Michael Stone,7/29/2019,"Hi, I'm Mike Stone. I'm an emergency physician and a point of care ultrasound specialist. And I'm going to be showing you how to evaluate for pneumothorax using the IQ. We commonly see patients in the emergency department with chest pain, whether it's traumatic or non-traumatic, patients with asthma or COPD who develop sudden onset unilateral chest pain or shortness of breath, or patients on a ventilator who have decompensated and are difficult to bag or difficult to oxygenate. In all of those cases, we worry about the presence of a pneumothorax or a collapsed lung, and ultrasound is a fantastic modality to allow us to assess for this disease entity at the bedside in real time with extremely high accuracy. So what we'll do is we'll select a lung preset and we'll go ahead and take the IQ and apply it in a peristurnal orientation with the indicator up towards the patient's head. When we do that, we're going to land on rib and we'll see that hyperacolic line with shadowing deep to it indicating that we're looking at the bony cortex of a rib. And just below the rib, we get a horizontal hyperacolic or bright line that's sliding left and right on the screen that represents the two layers of the pleura, the visceral and parietal pleura sliding against each other. When they slide against each other, there's no air interposed between the two layers and we can feel confident that there's no pneumothorax present at the site we're evaluating. Now, a couple of tips. If you're having a hard time seeing lung sliding or pleura sliding, you can go ahead and decrease the depth by swiping down, decrease the gain by swiping left, and those two tips may accentuate the sliding a little bit to make it easier to notice and easier to make a diagnostic decision. The assessment for pneumothorax won't just take place at one interspace. You'll want to evaluate multiple interspaces to see if there's lung sliding present throughout the chest wall and throughout the hemithorax. If you're concerned about both sides, clearly you'll want to evaluate both sides. And that's how you evaluate for the presence of pneumothorax using the IQ. Thank you. [BLANK_AUDIO]"
Ultrasound in Cardiac Arrest,https://cloud.butterflynetwork.com/-/edu/f7Bwyex9QcumW2XL-N7Eyw,Cardiac,Ultrasound in Cardiac Arrest,How to incorporate ultrasound into the evaluation of a patient in cardiac arrest.,Michael Stone,7/29/2019,"Hi, I'm Dr. Sarnek Rivon. I'm a cardiothoracic anesthesiologist and an intensivist and also a point of care ultrasound specialist. And one of the scenarios that I have found myself in and I think anyone who's in the medical field has been and before is that of a patient and cardiac arrest. You're running into a room to try to help the patient recover cardiac function. There are tons of people there. Chest compressions are underway and you're trying to figure out exactly why this happened. So there is a protocol actually called Focused Echocardiographic Evaluation and Life Support that incorporates a point of care device such as the butterfly into the CPR scenario. And what you do basically is while chest compressions are underway on the patient, you're getting your probe and your screen ready. You're going to increase basically the depth on the screen because you know you're going to place the probe in the subcostal view with the orientation marker to about 230. And while chest compressions are underway, you're trying to optimize your view. You know it's going to be bouncing around because of the chest compressions, but that's okay. And when the team basically gets to the 10 second pause where they're going to check the pulse, they're going to start counting down. And during the pulse check, you are going to press the record button and just record whatever image it is that you are acquiring. As they approach the end of the 10 second pulse check, they're going to say 9, 10 resume chest compressions, you hit stop, step away from the patient, and then can go back to the images that you have acquired to look at what's going on with the heart. Is this patient in cardiac arrest because the heart is under filled, the LV is under filled and they need volume or blood? Is the RV big and dilated? Is there a clot in the right atrium? Does this be a pulmonary embolism? Is there a fluid surrounding the heart? Is this a tamponade that you could do something about in order to recover the patient's hemodynamic capabilities? And that is kind of the beauty of the butterfly. You're bringing it into an area that's completely packed when chest compressions are happening. It's portable, it's small. You can get right in there and narrow down your differential diagnosis to help the patient recover hemodynamic outcomes. And that's basically how I use the butterfly IQ when I'm in code scenarios. [BLANK_AUDIO]"
Evaluation for Cardiomyopathy,https://cloud.butterflynetwork.com/-/edu/0g6AvelVR9C0NUbrL_tQTw,Cardiac,Evaluation for Cardiomyopathy,How to perform a focused cardiac ultrasound to evaluate for cardiomyopathy.,Michael Stone,7/29/2019,"Hi, I'm Dr. Sarnick Rivon. I'm a cardiothoracic anesthesiologist, an intensivist, and also a point-of-care ultrasound specialist. And when I'm taking care of patients in the ICU or in the operating room, I'm trying to figure out often times why they're hypotensive. A lot of our patients have cardiomyopathy and there are different kinds of cardiomyopathy, whether it's septic, cardiomyopathy, stress-induced cardiomyopathy, and we have to be able to support their cardiac function in order for them to recover. So what I'll usually do is I'll start by going to the presets and selecting the cardiac preset. And once I'm in the cardiac preset, I'm going to take the probe and put it in the third to fourth intercostal space with the orientation marker pointed towards the patient's right shoulder. This is going to give me the peristonal long access view and that is a really nice view for evaluation of the basilar portions of the left ventricle as well as the mid portions of the left ventricle. You shouldn't and can't see the apex in this view. You can also see the RV at the very top of the image and what you're looking for is to see if the heart is thickening, if the walls are approximating each other, and the contractility looks good. If you think you see a contractility that's impaired, then you're going to want to proceed by going to look at the peristonal short access view by rotating the probe orientation marker towards the patient's left shoulder. And once you're here at the left shoulder, you can start to scan down the heart. You're going to scan down down down the heart until you get kind of to the mid portions of the left ventricle where you have the mid papillary view of the left ventricle. And you're looking for a thickening and approximation of the walls of the LV. In addition, you're going to look at the right ventricle to make sure that the right ventricle doesn't look big and dilated because cardiomyopathy can affect either the left or the right side. And from here you're going to scan down even further and you're going to want to look at the apex of the heart. And when you're at the apex, you're looking for contractility here as well because certain patients who have stress-induced cardiomyopathy develop tauquetsubos cardiomyopathy, which is a cardiomyopathy that basically spares that causes ballooning of the apex. And the heart kind of looks like an octopus. A trap, that's where it gets the name, is tauquetsubos, is octopus trap in Japanese. So you're looking to see what the apex is doing. And if you see the apex is not contracting very well and there's no other reason why that should be going on, then you want to consider tauquetsubos cardiomyopathy as the etiology of the patient's shock. And in just a couple of seconds, you have looked through the entire heart and determined how the heart is beating and then you can direct care appropriately. And that's how I use the butterfly IQ when I'm in the IC or the OR to try to treat my patients who are in shock. >> Okay."
Ultrasound in the Septic Patient,https://cloud.butterflynetwork.com/-/edu/xSuEPEziTcur9AbKQnSxFw,Cardiac,Ultrasound in the Septic Patient,How to use ultrasound to guide management of patients with sepsis.,Michael Stone,7/29/2019,"Hi, I'm Dr. Sarnek Rivon. I'm a cardiothoracic anesthesiologist, intensivist, and point-of-care ultrasound specialist. One of the main reasons I use the butterfly IQ when I'm in the ICU is try to help understand why my patients are hemodynamically unstable. One of the common pathologies we see is septic shock, but septic shock has different stages. So I have to understand if my patients are in the under-resuscitated stage of septic shock. If they've been adequately resuscitated and now they're vasoplegic or if they have developed cardiomyopathy and that's why they're in septic shock. So I can use the butterfly IQ by going to the cardiac precept. It's like the preset button and we're gonna pick cardiac because this is a normal-sized gentleman. My go-to view really is the peristurnal short access view. So I'm gonna take the probe. I'm gonna place it in the third to fourth inner-costal space with the orientation marker pointed towards the patient's left shoulder and then I'm gonna slow scan down the chest until I get to the mid portions of the LV. And what I'm looking for here is to understand if the LV is thickening and approximating appropriately because if it is, and I know that this patient doesn't have cardiomyopathy as the reason for their shock. The other thing I'm looking to see is if this is hyperdynamic LV function and the LV is basically obliterating an endcystole because if it is, then I have to ask myself well is the patient under resuscitated or are they vasoplegic? The next view that I'll go to to kind of help differentiate that is the subcostal four chamber view where you're basically looking with the probe in the palm of your hand about two finger breasts below the xifoid and you're gonna take the orientation marker and put it to about 230. But you have to remember that this is going through the liver this view is and so you have to increase the depth and give yourself just a little bit more depth. And also because we're looking a little bit deeper sometimes you have to adjust the gain distally which we have the capability of doing with this device. So I'm gonna just increase the gain distally here just by sliding the spar over and as I do that you're gonna start to see the image a little bit more clearly distally. And from here you're looking at the RV to see does the RV look normal in size or does it look dilated? Does it look hypertrophy? Is there some sort of pathology there? Because if there is then you know you won't really be able to trust the IVC for your assessment of volume status. But if it looks good here and there's no bad tricuspid regurgitation you can just take your probe rotate it to the 12 o'clock position and when you do that you're basically gonna get the IVC interview here. And if the IVC looks small and collapsible with respiratory variations then you know your patient will likely respond to fluids. If the IVC is big and dilated greater than 2.2 centimeters and not really collapsing with respiratory variations then now you know you need to start vasopressors. So in just a few minutes you've figured out why your patient is hemodynamically unstable and able to direct your care. That's how I use the butterfly IQ when I'm in the ICU. [BLANK_AUDIO]"
Evaluation for Tamponade,https://cloud.butterflynetwork.com/-/edu/DAlnTSDITsC_kxgqePr5zw,Cardiac,Evaluation for Tamponade,How to look for echocardiographic signs of cardiac tamponade.,Michael Stone,7/29/2019,"Hi, I'm Dr. Sara Nick Rivon. I'm a cardiothoracic anesthesiologist, intensivist and point of care ultrasound specialist. And oftentimes I'm using the butterfly IQ to understand why my patients are hypotensive or unstable. One of the pathologies that we can find is cardiac tamponade. And as you know, that's a pretty serious one. So you have to be pretty quick in being able to assess whether your patient does have pericardial fluid surrounding the heart that's compressing the heart. When I start, I'm gonna basically go to the presets here and click on Cardiac. When I select Cardiac, it's gonna put me in the cardiac preset and I'll be able to take the probe, put it in the third to fourth intercostal space with the orientation marker pointed towards the patients right shoulder for the peristernal long access view. And I'm just gonna decrease the depth here just a little bit until I get to about 19 or 20 centimeters or so because what I wanna do is not only do I wanna see the peristernal long access view, which I'm seeing here, but I wanna be able to see the descending thoracic aorta, which is at the bottom of the screen, they are right underneath the heart. At the descending thoracic aorta helps you differentiate a pericardial effusion from a pleural effusion. So if the patient has a pericardial effusion, you'll see black coursing on top of the descending thoracic aorta. A pleural effusion would be below. So if I do see that, then I'm gonna zoom in just a little bit more so that I can actually take a look at the chambers of the heart because I wanna see what the RV is doing and what the left atrium are doing in particular. Do I see the right ventricle collapsing and early diastole or scalloping down? Is the left atrium collapsing and systole? And if I see those things that I'm probably gonna wanna verify in another view, oftentimes I'll go to the subcostal four chamber view and that's basically taking the pro, putting it in the palm of your hand. You're gonna go about two finger breaths below the zyphoid with the orientation marker pointed to about 230 or so. Now this is a deeper view. You're scanning through the liver. So you basically have to increase the depth until you get the whole heart into view. And also because it is deeper, oftentimes you need to use the TGC to just improve your gain distally. And when you do that, your image will get a little bit better. It'll come into view. And you're gonna look to see if you can find the right ventricle which is right below the liver on the screen. It's nice and elongated. But in a patient with tamponade, you would see black fluid surrounding the heart, separating the heart from the liver. And oftentimes you'll see the right ventricle scalloping down or collapsing and diastole. You may also see the right atrium doing the same insistally. From here you would rotate the probe towards the 12 o'clock position. So you could see the IVC and you have a beautiful view of the IVC here. And if patient with tamponade, you would see a plothoric dilated IVC that's not changing with respiratory variations. So you would have some concern if you had all of those findings in a patient that you had clinical suspicion that had tamponade that you needed to do something in order to relieve the pressure in the paracardial sac or space so that your patient was in a better spot. So that's how I use the butterfly IQ when I'm in the ICU or in the OR to evaluate for cardiac tamponade. (gentle music) [BLANK_AUDIO]"
Left Renal Exam,https://cloud.butterflynetwork.com/-/edu/kdAOW8BVRwilti9b4xHzEw,Renal,Left Renal Exam,An introduction to the basic technique for evaluating the left kidney for hydronephrosis.,Michael Stone,7/29/2019,"To evaluate the left kidney, select the Abduan preset and place the IQ in the left posterior axillary line at a round the xyphoid process with the indicator oriented to the patient's head. Fan towards the bed to identify the kidney and if rib shadows interfere, slowly rotate the IQ directional indicator towards the bed. You can then fan towards the ceiling and towards the bed to fully evaluate the left kidney. [BLANK_AUDIO]"
Right Renal Exam,https://cloud.butterflynetwork.com/-/edu/Tf0DMhtjQ9-qoFfoaCJjOw,Renal,Right Renal Exam,An introduction to the basic technique for evaluating the right kidney for hydronephrosis.,Michael Stone,7/29/2019,"To evaluate the right kidney, select the abdomen preset. Place the IQ in the patient's mid to anterior right axillary line with the indicator towards the head and fan towards the bed to visualize the kidney. Have the patient take a deep breath and follow the kidney inferiorly, fan towards the bed, and towards the ceiling to fully evaluate the right kidney. >> Okay."
Femoral Nerve Block,https://cloud.butterflynetwork.com/-/edu/sP0VKYbYRYetoBjXcLq8LA,Nerve Blocks,Femoral Nerve Block,An introduction to the technique for performing an ultrasound-guided femoral nerve block,Michael Stone,7/29/2019,"So Nadia, you've mentioned that when you have a hard time seeing this super inguinal fascially aqua block because of edema or trauma, you like to go to a classic femoral nerve block. Walk us through the classic femoral nerve block. So for the classic femoral nerve block, stay in the inguinal region. In your orientation marker is facing towards the lateral side here. You can find the femoral artery. The femoral nerve is lateral to the femoral artery. And one tip is to have a 90 degree orientation to the nerve. So try not to tilt in this direction. Stay at 90 degrees so that you can see the nerve just below the fascially aqua right next to the femoral artery. Inject below the nerve so that you know you're below the fascially aqua and you should have a successful femoral nerve block. Awesome. Thanks so much. [BLANK_AUDIO]"
